""	"SRR1777612_1"	"SRR1777613_1"	"SRR1777614_1"	"SRR1777615_1"	"SRR1777616_1"	"SRR1777617_1"
"2310075C17Rik"	6	4	1	0	0	1
"2310079G19Rik"	1356	1689	971	2047	1253	2061
"2310081J21Rik"	0	0	0	0	0	0
"2400006E01Rik"	1	3	4	4	4	0
"2410002F23Rik"	1431	1613	1156	1309	1282	1624
"2410003L11Rik"	1	1	0	0	1	0
"2410004B18Rik"	609	636	453	591	433	695
"2410004I01Rik"	11	12	2	13	17	30
"2410004P03Rik"	43	47	21	41	40	44
"2410006H16Rik"	982	930	748	1129	885	1119
"2410012E07Rik"	0	0	0	0	2	0
"2410015M20Rik"	3198	3479	2386	3459	2696	3953
"2410016O06Rik"	641	633	441	559	451	688
"2410017I17Rik"	0	3	0	1	0	2
"2410018L13Rik"	50	49	27	60	66	46
"2410021H03Rik"	2	0	1	1	0	4
"2410089E03Rik"	538	464	436	505	592	594
"2410124H12Rik"	1	0	1	0	0	1
"2410127L17Rik"	2703	1366	1037	948	1126	1261
"2410131K14Rik"	408	467	329	440	321	436
"2410137M14Rik"	0	0	0	0	0	0
"2410141K09Rik"	9	6	6	6	6	6
"2500002B13Rik"	37	29	32	21	28	44
"2500004C02Rik"	187	236	132	216	259	231
"2510002D24Rik"	793	862	533	976	778	1080
"2510003B16Rik"	10	3	2	18	13	10
"2510009E07Rik"	2184	2102	1670	2192	1785	2061
"2510039O18Rik"	4373	4943	3248	5745	4018	6246
"2610001J05Rik"	1776	1865	1329	1809	1474	2162
"2610002M06Rik"	1293	1447	960	1643	1274	1686
"2610005L07Rik"	665	780	509	756	689	766
"2610008E11Rik"	795	748	644	798	836	870
"2610015P09Rik"	225	237	150	247	221	285
"2610016A17Rik"	2	0	0	0	1	0
"2610020C07Rik"	22	44	19	39	22	34
"2610020H08Rik"	85	86	55	161	113	128
"2610027K06Rik"	9	10	5	10	7	7
"2610028E06Rik"	3	2	1	1	1	0
"2610028H24Rik"	5	0	3	1	0	4
"2610035D17Rik"	288	245	177	276	187	191
"2610035F20Rik"	0	0	0	0	0	0
"2610037D02Rik"	6	14	5	10	10	10
"2610042L04Rik"	5	2	4	3	1	3
"2610044O15Rik8"	349	350	236	376	396	486
"2610100L16Rik"	0	0	0	0	0	0
"2610203C22Rik"	51	27	37	40	32	23
"2610206C17Rik"	18	16	16	27	16	15
"2610301B20Rik"	525	549	448	440	394	489
"2610305D13Rik"	78	45	44	23	22	23
"2610306M01Rik"	165	114	67	136	134	147
"2610307P16Rik"	21	21	14	20	14	16
"2610316D01Rik"	0	2	0	0	1	0
"2610318N02Rik"	59	44	42	65	69	98
"2610507B11Rik"	15018	17371	11363	17063	11614	16309
"2610507I01Rik"	586	563	439	526	503	624
"2610524H06Rik"	312	383	255	256	232	243
"2610528A11Rik"	6712	9087	5869	11281	8274	11728
"2610528J11Rik"	1572	2306	1316	2151	1413	2426
"2700029M09Rik"	850	1032	638	903	835	1066
"2700038G22Rik"	36	39	17	35	46	64
"2700046A07Rik"	1	1	0	0	3	0
"2700046G09Rik"	90	82	66	77	69	92
"2700049A03Rik"	419	423	296	568	433	541
"2700054A10Rik"	150	144	138	214	169	208
"2700060E02Rik"	4777	4784	3462	4993	4033	5101
"2700062C07Rik"	300	329	245	311	233	329
"2700069I18Rik"	6	1	0	0	0	8
"2700070H01Rik"	16	10	7	7	9	13
"2700081O15Rik"	1087	715	687	795	860	870
"2700089I24Rik"	2	1	2	2	2	2
"2700094K13Rik"	768	755	515	881	609	955
"2700097O09Rik"	171	211	122	181	105	193
"2700099C18Rik"	76	87	68	130	103	145
"2810001G20Rik"	303	280	222	284	213	268
"2810002D19Rik"	154	128	129	170	149	139
"2810004N23Rik"	878	935	690	942	695	1079
"2810006K23Rik"	297	337	224	356	300	380
"2810013P06Rik"	713	684	472	694	669	782
"2810021J22Rik"	246	241	228	366	243	297
"2810025M15Rik"	439	398	291	487	372	491
"2810029C07Rik"	36	20	29	32	38	37
"2810032G03Rik"	41	32	32	32	26	48
"2810047C21Rik1"	64	59	43	110	85	142
"2810049E08Rik"	1	0	0	0	0	0
"2810403A07Rik"	2564	2874	1869	2768	2388	3371
"2810403D21Rik"	35	56	26	30	36	33
"2810404M03Rik"	0	0	0	0	0	0
"2810405F15Rik"	22	12	14	16	23	22
"2810408A11Rik"	233	324	164	218	199	327
"2810408I11Rik"	50	56	54	51	25	61
"2810410L24Rik"	180	191	115	172	167	226
"2810417H13Rik"	1428	1845	1245	2080	1364	1951
"2810428I15Rik"	1449	1392	914	1354	1100	1527
"2810429I04Rik"	2	9	3	1	0	7
"2810433D01Rik"	45	52	42	54	51	19
"2810442N19Rik"	0	0	0	0	4	1
"2810454H06Rik"	26	35	29	36	18	30
"2810459M11Rik"	790	1146	617	1230	822	1383
"2810468N07Rik"	65	66	54	40	52	46
"2810471M01Rik"	2	5	1	3	1	4
"2810474O19Rik"	1536	1858	1284	1994	1337	1905
"2900005J15Rik"	43	38	57	35	52	41
"2900008C10Rik"	50	27	51	44	29	44
"2900009J06Rik"	10	10	11	1	13	10
"2900011O08Rik"	65	27	40	34	30	31
"2900026A02Rik"	3773	3968	2724	4564	4076	5186
"2900041M22Rik"	103	69	68	49	110	56
"2900052N01Rik"	4	11	5	12	4	0
"2900055J20Rik"	0	0	0	0	0	1
"2900057B20Rik"	0	0	0	2	0	3
"2900060B14Rik"	1	0	0	2	0	6
"2900076A07Rik"	138	122	61	104	92	78
"2900079G21Rik"	2	1	0	0	5	2
"2900092C05Rik"	0	0	0	0	0	0
"2900092D14Rik"	18	8	7	14	18	12
"2900097C17Rik"	11577	11082	7990	10476	9454	11499
"3000002C10Rik"	86	101	47	80	78	92
"3010001F23Rik"	14	3	6	5	5	8
"3010026O09Rik"	145	180	101	146	111	138
"3100003L05Rik"	2	1	3	1	4	4
"3110001I22Rik"	256	326	152	277	282	351
"3110002H16Rik"	956	1034	697	1123	905	1087
"3110009E18Rik"	49	53	49	52	31	46
"3110009F21Rik"	0	0	0	1	0	0
"3110015C05Rik"	0	0	0	0	0	0
"3110021A11Rik"	10	5	8	6	6	9
"3110021N24Rik"	37	40	26	37	33	30
"3110035E14Rik"	3	4	6	2	4	6
"3110039I08Rik"	565	356	363	304	575	431
"3110039M20Rik"	0	0	0	0	0	0
"3110040N11Rik"	425	426	342	420	388	508
"3110043O21Rik"	822	734	546	694	538	677
"3110045C21Rik"	30	18	29	22	22	47
"3110052M02Rik"	235	321	184	345	245	356
"3110056K07Rik"	141	144	115	161	177	207
"3110057O12Rik"	151	150	103	184	138	209
"3110062M04Rik"	100	114	82	105	90	120
"3110070M22Rik"	35	36	32	40	33	45
"3110079O15Rik"	0	0	0	0	0	0
"3110082I17Rik"	486	532	370	430	433	477
"3110082J24Rik"	1	0	0	0	0	0
"3110099E03Rik"	9	5	7	13	5	7
"3200001D21Rik"	4	3	0	4	6	4
"3300002I08Rik"	5	5	12	3	6	7
"3300002P13Rik"	20	5	8	0	4	3
"3300005D01Rik"	17	2	7	1	16	16
"3425401B19Rik"	780	266	253	28	259	228
"3632451O06Rik"	361	272	256	282	325	339
"3632454L22Rik"	4	2	1	0	1	2
"3830403N18Rik"	54	29	11	23	22	9
"3830406C13Rik"	1129	1122	749	1199	1001	1298
"3830408C21Rik"	25	37	24	22	9	19
"3830417A13Rik"	0	0	0	0	0	0
"3830432H09Rik"	0	0	0	0	2	0
"3930402G23Rik"	34	65	39	45	21	60
"4430402I18Rik"	42	49	26	33	28	43
"4631405J19Rik"	16	8	6	1	7	8
"4632404H12Rik"	120	129	74	147	133	162
"4632415L05Rik"	713	683	591	836	627	856
"4632427E13Rik"	11	21	4	12	4	4
"4632428C04Rik"	95	119	87	90	129	115
"4632428N05Rik"	2245	2094	1671	1674	1651	1595
"4732416N19Rik"	0	1	4	1	3	4
"4732456N10Rik"	22	1	3	0	3	1
"4732471J01Rik"	211	266	187	548	299	479
"4732490B19Rik"	14	12	13	36	20	18
"4732491K20Rik"	82	114	61	76	82	91
"4831407H17Rik"	1	0	0	0	0	0
"4831440E17Rik"	89	85	51	52	126	79
"4833411C07Rik"	1	0	1	3	1	0
"4833412C05Rik"	176	112	88	98	133	122
"4833415N18Rik"	11	5	3	12	9	8
"4833417C18Rik"	14	23	10	16	15	15
"4833418N02Rik"	57	61	38	34	39	56
"4833419F23Rik"	44	27	24	17	27	42
"4833420G17Rik"	1566	1699	1084	1712	1644	1804
"4833422C13Rik"	11	13	14	8	4	9
"4833422M21Rik"	0	0	0	1	0	0
"4833423E24Rik"	476	115	330	22	246	373
"4833427F10Rik"	31	25	15	17	21	42
"4833427G06Rik"	0	0	0	0	0	0
"4833428L15Rik"	0	0	0	0	0	0
"4833439L19Rik"	6896	7702	4956	7562	5235	8063
"4921501E09Rik"	0	0	0	0	0	0
"4921504A21Rik"	7	16	9	3	6	11
"4921504E06Rik"	0	0	0	0	0	0
"4921506M07Rik"	36	74	28	63	48	60
"4921507L20Rik"	10	9	3	4	20	2
"4921507P07Rik"	55	69	38	29	41	61
"4921508D12Rik"	0	0	0	0	0	0
"4921509C19Rik"	0	0	0	0	0	0
"4921509O07Rik"	0	0	0	0	0	0
"4921511C10Rik"	0	0	0	0	0	0
"4921511C20Rik"	0	0	0	0	0	0
"4921511H03Rik"	0	0	0	0	0	0
"4921511I17Rik"	2	0	0	1	1	0
"4921511M17Rik"	0	0	0	0	0	0
"4921513I03Rik"	10	6	4	4	4	14
"4921515E04Rik"	1	2	1	3	0	8
"4921517D22Rik"	1	1	0	0	0	1
"4921518K17Rik"	4	7	0	3	10	9
"4921524J17Rik"	855	866	567	730	745	793
"4921524L21Rik"	0	0	0	0	0	0
"4921525O09Rik"	4	5	0	4	0	0
"4921529L05Rik"	1	0	1	1	0	2
"4921530L21Rik"	0	0	0	0	0	0
"4921531C22Rik"	184	283	173	255	171	253
"4921531P14Rik"	0	0	0	0	0	0
"4921533I20Rik"	0	0	0	0	0	0
"4921534H16Rik"	0	0	0	0	0	0
"4921536K21Rik"	74	117	74	90	78	108
"4921539E11Rik"	0	4	0	0	0	0
"4922502D21Rik"	3	1	0	7	5	3
"4922502H24Rik"	0	0	0	0	0	0
"4922502N22Rik"	0	0	0	0	0	0
"4930401C15Rik"	0	0	0	0	0	0
"4930401O10Rik"	0	0	0	0	1	0
"4930401O12Rik"	0	0	0	0	0	0
"4930402F06Rik"	0	0	0	0	0	0
"4930402F11Rik"	0	1	0	2	0	3
"4930402H24Rik"	854	771	631	776	674	917
"4930402K13Rik"	0	0	0	0	0	0
"4930404A05Rik"	0	0	0	0	0	0
"4930404H11Rik"	7	5	2	10	5	4
"4930404I05Rik"	5	2	2	20	12	9
"4930404N11Rik"	187	275	199	201	123	212
"4930405A10Rik"	0	0	0	0	0	0
"4930405A21Rik"	6	8	7	4	2	8
"4930405D11Rik"	0	0	0	0	0	0
"4930405J17Rik"	0	0	0	0	1	5
"4930405L22Rik"	0	0	0	0	0	0
"4930405O22Rik"	0	1	1	0	1	0
"4930406D18Rik"	0	0	0	0	0	0
"4930407G08Rik"	0	0	0	0	0	0
"4930407I10Rik"	0	0	0	0	0	0
"4930407I19Rik"	0	0	0	0	0	0
"4930412B13Rik"	0	0	0	0	0	0
"4930412C18Rik"	13	19	19	9	14	14
"4930412O13Rik"	15	1	10	1	2	2
"4930413E15Rik"	0	0	0	0	0	0
"4930413F20Rik"	34	40	24	33	35	40
"4930413G21Rik"	363	326	273	244	293	282
"4930413M19Rik"	0	0	0	0	0	0
"4930414N06Rik"	1	0	0	0	0	0
"4930415F15Rik"	1	0	0	0	4	1
"4930415L06Rik"	0	0	0	0	0	0
"4930415O20Rik"	71	79	45	107	85	118
"4930417O13Rik"	1	0	0	0	0	0
"4930417O22Rik"	7	2	2	3	6	12
"4930419G24Rik"	0	0	0	0	0	0
"4930423M02Rik"	0	0	0	0	0	0
"4930425K10Rik"	0	0	0	0	0	0
"4930425L21Rik"	0	0	0	0	0	0
"4930425O10Rik"	0	0	0	1	1	1
"4930426D05Rik"	1	0	3	1	0	0
"4930426L09Rik"	14	24	16	17	29	15
"4930427A07Rik"	639	813	492	1025	718	888
"4930428D20Rik"	0	0	0	0	0	0
"4930428E07Rik"	0	0	0	0	0	0
"4930428G15Rik"	3	6	1	1	0	0
"4930428O21Rik"	0	0	0	0	0	0
"4930429B21Rik"	83	54	60	46	76	63
"4930429D17Rik"	0	0	0	0	0	0
"4930429F11Rik"	0	0	0	0	0	0
"4930429F24Rik"	204	124	123	83	167	131
"4930430A15Rik"	0	0	0	0	0	0
"4930430F08Rik"	168	169	139	187	222	214
"4930430F21Rik"	0	0	0	0	0	0
"4930430J02Rik"	0	0	0	0	0	0
"4930431F12Rik"	12	13	9	6	10	14
"4930431P03Rik"	0	1	0	2	0	1
"4930432J09Rik"	3	0	1	5	0	0
"4930432K21Rik"	116	131	72	110	128	86
"4930432M17Rik"	0	0	0	0	0	0
"4930433B08Rik"	0	0	0	0	0	0
"4930433I11Rik"	0	0	0	0	0	0
"4930433N12Rik"	5	6	5	21	13	6
"4930434J06Rik"	0	0	0	0	0	0
"4930435E12Rik"	0	0	0	0	0	0
"4930438E09Rik"	0	0	0	0	0	0
"4930440C22Rik"	0	0	0	0	0	0
"4930440I19Rik"	0	0	0	0	0	0
"4930441H08Rik"	0	0	0	0	0	0
"4930441J16Rik"	0	0	0	0	0	0
"4930442J19Rik"	0	0	0	0	0	0
"4930442L01Rik"	0	1	0	1	0	0
"4930443O20Rik"	1	1	0	0	0	0
"4930444F02Rik"	0	0	0	0	1	0
"4930444G20Rik"	4	7	1	4	4	4
"4930444M15Rik"	1	0	0	0	0	0
"4930444P10Rik"	70	102	69	128	93	129
"4930445N18Rik"	0	0	2	0	0	0
"4930447A16Rik"	0	0	0	0	0	0
"4930447C04Rik"	2	0	0	2	0	0
"4930447F24Rik"	9	9	3	16	19	7
"4930447J18Rik"	0	0	0	0	0	0
"4930447K03Rik"	0	1	1	2	3	0
"4930447M23Rik"	2	0	2	0	1	1
"4930447N08Rik"	1	1	2	2	2	2
"4930448C13Rik"	0	0	0	0	0	0
"4930448F12Rik"	0	0	0	0	0	0
"4930448H16Rik"	0	0	0	0	0	0
"4930448I06Rik"	0	0	0	0	0	0
"4930448I18Rik"	0	0	0	0	0	0
"4930448K20Rik"	0	0	0	1	0	0
"4930449E01Rik"	0	0	0	0	0	0
"4930449E18Rik"	0	0	0	0	0	0
"4930449I24Rik"	0	0	0	0	0	0
"4930451G09Rik"	28	13	32	20	9	36
"4930451I11Rik"	0	0	0	0	0	0
"4930452A19Rik"	0	0	0	0	0	0
"4930452B06Rik"	87	61	76	84	74	81
"4930452G13Rik"	0	0	0	0	0	0
"4930452N14Rik"	0	0	0	1	0	0
"4930453H23Rik"	0	0	0	0	0	0
"4930453L07Rik"	0	0	0	0	0	0
"4930453N24Rik"	1048	1029	704	1027	742	1109
"4930455B14Rik"	0	0	0	0	0	0
"4930455C13Rik"	3	5	2	0	3	2
"4930455D15Rik"	0	0	0	0	0	0
"4930455F16Rik"	0	0	0	0	0	0
"4930455G09Rik"	11	12	15	7	5	15
"4930455H04Rik"	1	0	0	0	3	0
"4930455J16Rik"	0	0	0	0	0	0
"4930456L15Rik"	0	0	0	0	0	0
"4930459C07Rik"	1	5	0	0	1	1
"4930459L07Rik"	0	0	0	0	0	0
"4930461G14Rik"	0	0	0	0	0	0
"4930463O16Rik"	0	0	0	0	0	0
"4930465K10Rik"	2	1	0	2	1	2
"4930465M20Rik"	0	0	0	0	0	0
"4930467D21Rik"	0	0	0	2	2	3
"4930467E23Rik"	0	0	0	0	0	0
"4930467K11Rik"	0	0	1	0	0	0
"4930469G21Rik"	0	0	0	0	0	0
"4930470H14Rik"	76	66	45	99	86	123
"4930470O06Rik"	0	0	0	0	0	0
"4930470P17Rik"	1	0	0	0	0	0
"4930471C04Rik"	0	0	0	0	0	0
"4930471G03Rik"	0	0	0	0	0	0
"4930471M09Rik"	0	0	0	0	0	1
"4930473A02Rik"	6	12	6	7	10	16
"4930473O22Rik"	0	0	0	0	1	0
"4930474G06Rik"	2	1	1	0	3	4
"4930474H20Rik"	0	0	0	0	1	0
"4930474M22Rik"	0	2	0	1	1	0
"4930474N05Rik"	0	0	0	0	0	0
"4930474N09Rik"	1	1	0	0	0	0
"4930477N07Rik"	0	0	0	0	0	0
"4930478L05Rik"	0	0	0	0	0	1
"4930478P22Rik"	0	0	0	0	0	0
"4930479D17Rik"	0	0	0	4	0	0
"4930480E11Rik"	0	0	0	0	0	0
"4930480G23Rik"	0	0	0	0	0	0
"4930480K15Rik"	0	0	0	2	1	1
"4930480K23Rik"	51	56	18	67	43	56
"4930480M12Rik"	0	0	0	0	0	0
"4930481A15Rik"	91	169	130	90	83	46
"4930482G09Rik"	0	0	0	0	0	0
"4930483J18Rik"	3	1	4	5	7	4
"4930483K19Rik"	3	3	0	1	2	1
"4930483O08Rik"	2	2	0	0	1	1
"4930484H19Rik"	0	0	0	0	0	0
"4930486F22Rik"	0	0	0	0	0	0
"4930486I03Rik"	0	0	0	0	0	0
"4930486L24Rik"	26	6	22	10	13	6
"4930487D11Rik"	0	0	0	0	0	0
"4930487H11Rik"	2	5	4	0	0	0
"4930488B22Rik"	0	0	0	0	1	0
"4930488L21Rik"	1	0	0	0	0	0
"4930500F04Rik"	0	0	0	0	0	0
"4930500L23Rik"	0	0	0	0	0	0
"4930502A04Rik"	0	0	0	0	0	0
"4930502E09Rik"	0	3	0	1	1	0
"4930502E18Rik"	1	4	0	0	0	0
"4930503B20Rik"	15	11	4	5	15	11
"4930503E14Rik"	0	0	0	0	0	0
"4930503E24Rik"	0	0	0	0	0	0
"4930503F20Rik"	0	0	1	0	0	0
"4930503H13Rik"	0	0	0	0	0	0
"4930503L19Rik"	164	99	85	97	111	123
"4930503O07Rik"	0	0	0	0	0	0
"4930504C09Rik"	10	13	6	9	13	17
"4930504O13Rik"	0	0	0	0	0	0
"4930505A04Rik"	0	2	0	0	0	0
"4930505G20Rik"	0	0	0	0	0	0
"4930505K13Rik"	0	0	0	0	0	0
"4930505K14Rik"	0	0	0	0	0	0
"4930506A18Rik"	0	0	0	0	0	1
"4930506C21Rik"	14	17	10	9	22	28
"4930507D05Rik"	4	9	0	10	8	8
"4930507D10Rik"	0	0	0	0	0	0
"4930509E16Rik"	7	21	9	22	14	11
"4930509J09Rik"	0	0	0	1	0	1
"4930509K18Rik"	0	0	0	0	0	0
"4930511A02Rik"	0	0	0	0	0	0
"4930511A08Rik"	8	7	1	6	1	8
"4930511E03Rik"	4	2	0	2	2	5
"4930511M06Rik"	294	206	209	243	264	319
"4930512B01Rik"	1	1	0	0	1	0
"4930512J16Rik"	0	0	1	3	4	0
"4930512M02Rik"	27	18	12	18	19	38
"4930513D17Rik"	0	0	0	0	0	0
"4930513N10Rik"	76	58	49	30	36	65
"4930513O06Rik"	0	0	0	0	0	0
"4930515B02Rik"	0	0	0	0	0	0
"4930515G01Rik"	30	35	28	47	37	45
"4930515G16Rik"	0	0	0	0	0	0
"4930515L03Rik"	0	0	0	0	0	0
"4930515L19Rik"	0	0	0	0	0	0
"4930517E11Rik"	0	0	0	0	0	0
"4930517M08Rik"	0	0	0	0	0	0
"4930518J21Rik"	0	0	0	0	0	0
"4930518P08Rik"	0	0	0	0	0	0
"4930519D14Rik"	0	0	0	0	0	0
"4930519F09Rik"	24	31	24	21	31	23
"4930519F16Rik"	0	0	0	0	0	0
"4930519F24Rik"	0	0	0	0	0	0
"4930519G04Rik"	6	8	6	6	9	10
"4930519H02Rik"	1	2	0	0	0	0
"4930519K11Rik"	0	1	0	0	1	1
"4930520O04Rik"	50	35	48	72	47	62
"4930520P13Rik"	0	0	0	0	0	0
"4930521E06Rik"	0	0	0	0	0	0
"4930522H14Rik"	0	0	0	0	0	0
"4930522O17Rik"	0	0	0	0	0	0
"4930523C07Rik"	1075	993	803	1017	811	805
"4930523O13Rik"	0	0	0	0	0	0
"4930524B15Rik"	0	0	0	1	0	0
"4930524B17Rik"	0	0	0	4	0	2
"4930524C18Rik"	0	0	0	0	0	0
"4930524N10Rik"	0	0	0	0	0	0
"4930524O05Rik"	0	0	0	0	0	0
"4930524O08Rik"	0	0	0	0	0	0
"4930525C09Rik"	0	0	0	0	0	0
"4930525D18Rik"	0	0	1	0	0	0
"4930525G20Rik"	8	3	1	12	18	4
"4930526H09Rik"	0	0	1	0	0	0
"4930526I15Rik"	403	448	291	535	540	730
"4930526L06Rik"	2	2	3	1	10	11
"4930527F14Rik"	0	0	0	0	0	0
"4930527G23Rik"	0	0	0	0	0	0
"4930528A17Rik"	9	6	9	9	11	21
"4930528D03Rik"	6	5	9	9	10	6
"4930528G23Rik"	0	0	0	0	0	0
"4930528H21Rik"	0	0	0	0	0	0
"4930528P14Rik"	0	0	0	0	0	0
"4930529C04Rik"	0	1	1	2	4	3
"4930529K09Rik"	0	0	0	0	0	0
"4930529L06Rik"	0	0	0	0	0	0
"4930532I03Rik"	0	0	0	0	0	0
"4930532M18Rik"	0	0	0	0	0	0
"4930533B01Rik"	0	0	0	0	0	1
"4930533N22Rik"	40	47	28	48	48	47
"4930533P14Rik"	0	0	0	0	0	0
"4930538K18Rik"	19	4	5	4	6	13
"4930539C22Rik"	0	0	0	0	0	0
"4930539E08Rik"	4159	5748	3139	6004	5158	5588
"4930539J05Rik"	181	189	113	170	164	232
"4930539M17Rik"	0	0	0	1	0	0
"4930539N22Rik"	0	0	0	0	0	0
"4930540M03Rik"	0	0	0	0	0	0
"4930542C21Rik"	0	0	0	0	0	0
"4930542D17Rik"	0	0	0	0	0	0
"4930543E12Rik"	0	0	0	0	0	0
"4930543N07Rik"	0	0	0	0	0	0
"4930544D05Rik"	0	0	0	0	0	0
"4930544G11Rik"	0	0	1	0	0	0
"4930544M13Rik"	0	0	0	0	0	0
"4930545E07Rik"	0	0	0	0	0	0
"4930545H06Rik"	0	0	0	0	0	0
"4930545L23Rik"	0	1	0	2	2	2
"4930546C10Rik"	0	0	0	0	0	0
"4930546K05Rik"	0	3	0	4	5	11
"4930547E08Rik"	1	0	0	0	0	0
"4930547E14Rik"	0	0	0	0	0	0
"4930548G14Rik"	0	0	0	0	0	0
"4930548H24Rik"	1	0	1	0	0	0
"4930548J01Rik"	0	0	0	0	0	0
"4930548K13Rik"	0	0	0	0	0	0
"4930549C01Rik"	0	0	0	0	0	0
"4930549C15Rik"	2	0	1	1	0	0
"4930549G23Rik"	5	6	5	5	3	6
"4930550C14Rik"	22	10	16	6	24	2
"4930550C17Rik"	0	0	0	0	0	0
"4930550L24Rik"	1	0	0	0	0	0
"4930552N02Rik"	0	0	0	0	0	0
"4930552P12Rik"	68	114	57	93	73	106
"4930553C11Rik"	1	0	0	2	0	1
"4930553E22Rik"	0	0	0	0	0	0
"4930554C24Rik"	0	0	0	0	0	0
"4930554G24Rik"	0	0	0	0	0	0
"4930554H23Rik"	1	0	0	0	0	1
"4930554I06Rik"	0	0	0	0	0	2
"4930555B11Rik"	0	0	0	0	0	0
"4930555B12Rik"	0	0	0	0	0	0
"4930555G01Rik"	0	4	0	0	0	0
"4930555G21Rik"	0	0	0	0	0	0
"4930555K05Rik"	0	0	0	0	0	0
"4930556C24Rik"	0	0	0	0	0	0
"4930556G01Rik"	0	0	0	0	0	0
"4930556J02Rik"	0	0	0	0	0	0
"4930556M19Rik"	60	60	56	57	34	48
"4930556N09Rik"	0	0	0	0	0	0
"4930556N13Rik"	0	0	0	0	0	0
"4930557A04Rik"	0	0	0	0	0	0
"4930557F10Rik"	0	0	0	0	0	0
"4930557J02Rik"	0	0	0	0	0	0
"4930557K07Rik"	6	8	5	7	6	7
"4930558C23Rik"	0	0	0	0	0	0
"4930558F17Rik"	0	0	0	0	0	0
"4930558G05Rik"	0	0	0	0	0	0
"4930558J18Rik"	7	13	5	7	5	17
"4930558K02Rik"	0	0	0	0	0	0
"4930559C10Rik"	0	0	0	0	0	0
"4930562C15Rik"	2	2	4	1	3	5
"4930562F07Rik"	0	0	0	1	0	0
"4930563D23Rik"	0	0	0	0	0	0
"4930563E18Rik"	1	0	3	1	1	0
"4930563E22Rik"	12	5	7	14	32	9
"4930563F08Rik"	0	0	0	0	0	0
"4930563H07Rik"	0	0	0	0	0	0
"4930563M20Rik"	0	0	1	1	0	0
"4930563M21Rik"	1	0	0	0	0	0
"4930564B18Rik"	0	0	0	0	0	0
"4930564C03Rik"	0	0	0	0	0	0
"4930564D02Rik"	0	0	0	0	0	0
"4930565D16Rik"	0	0	0	0	0	0
"4930565N06Rik"	9	31	10	27	20	21
"4930567H12Rik"	0	1	0	0	0	0
"4930567H17Rik"	0	0	0	0	0	0
"4930567J20Rik"	0	0	0	0	0	0
"4930567K12Rik"	0	0	0	0	0	0
"4930567K20Rik"	0	0	0	0	0	0
"4930568D16Rik"	0	0	0	0	0	0
"4930568E12Rik"	0	0	0	0	0	0
"4930568G15Rik"	0	0	0	0	0	0
"4930570G19Rik"	8	17	10	6	20	14
"4930571K23Rik"	0	0	0	0	0	0
"4930571O06Rik"	0	0	0	1	0	0
"4930572K03Rik"	0	0	0	0	0	0
"4930572O03Rik"	0	0	0	1	1	0
"4930572O13Rik"	0	0	0	0	0	0
"4930573O16Rik"	0	0	0	0	0	0
"4930577N17Rik"	30	53	50	40	37	83
"4930578C19Rik"	30	28	13	24	27	17
"4930578E11Rik"	2	5	3	4	4	3
"4930578I06Rik"	0	0	0	0	0	0
"4930578M01Rik"	2	2	1	0	4	1
"4930578N18Rik"	0	0	0	0	0	0
"4930579F01Rik"	1	0	0	2	1	2
"4930579G18Rik"	16	22	13	27	31	38
"4930579G24Rik"	196	179	155	218	182	233
"4930579H20Rik"	1	0	0	0	0	0
"4930579J19Rik"	0	0	0	0	0	0
"4930579K19Rik"	34	39	20	35	26	30
"4930579P08Rik"	0	0	0	0	0	0
"4930581F22Rik"	59	71	40	104	72	103
"4930583K01Rik"	1	2	3	1	0	6
"4930583P06Rik"	0	0	0	0	0	0
"4930584F24Rik"	0	0	0	0	0	0
"4930586N03Rik"	0	0	2	0	0	0
"4930587E11Rik"	0	0	1	0	0	0
"4930590J08Rik"	0	13	0	2	0	0
"4930590L20Rik"	0	0	0	0	0	0
"4930591A17Rik"	0	0	0	0	0	0
"4930591E09Rik"	0	0	0	0	0	0
"4930592A05Rik"	3	4	1	2	2	2
"4930592I03Rik"	0	0	0	0	0	0
"4930593A02Rik"	0	0	0	0	0	0
"4930593C16Rik"	0	0	0	0	0	0
"4930594C11Rik"	11	10	6	22	14	16
"4930594O21Rik"	0	0	0	1	0	0
"4930595D18Rik"	1	0	1	0	0	0
"4930595M18Rik"	0	0	0	0	0	0
"4930596D02Rik"	0	0	0	0	0	0
"4930596I21Rik"	0	2	3	2	0	1
"4930597A21Rik"	1	0	0	0	0	0
"4930597G03Rik"	0	0	0	0	0	0
"4930598F16Rik"	0	0	0	0	0	0
"4930599N23Rik"	15	21	8	10	23	12
"4931402G19Rik"	4	3	2	2	2	4
"4931403E22Rik"	0	0	1	1	1	3
"4931403G20Rik"	2	1	2	1	1	1
"4931406B18Rik"	9	2	6	12	10	18
"4931406C07Rik"	3661	4921	2787	4829	3039	5322
"4931406H21Rik"	0	1	0	1	4	3
"4931406P16Rik"	1967	1996	1393	1868	1462	1843
"4931408C20Rik"	1	1	0	0	0	0
"4931408D14Rik"	3	2	2	2	0	1
"4931409K22Rik"	0	0	0	1	0	1
"4931414P19Rik"	278	260	188	402	265	300
"4931417E11Rik"	0	0	0	0	0	0
"4931419H13Rik"	0	0	0	0	0	0
"4931420L22Rik"	1	0	0	0	0	1
"4931423N10Rik"	0	0	0	0	1	0
"4931428F04Rik"	108	106	98	90	89	94
"4931428L18Rik"	1	0	1	1	1	3
